Sample	S00017985	S00017986	S00017987	S00017988	S00017989	S00017990	S00017991	S00017992	S00017993	S00017994	S00017995	S00017996	S00017997	S00017998	S00017999	S00018000	S00018001	S00018002	S00018003	S00018004	S00018005	S00018006	S00018007	S00018008	S00018009	S00018010	S00018011	S00018012	S00018013	S00018014	S00018015	S00018016	S00018017	S00018018	S00018019	S00018020	S00018021	S00018022	S00018023	S00018024	S00018025	S00018026	S00018027	S00018028	S00018029	S00018030	S00018031	S00018032	S00018033	S00018034	S00018035	S00018036	S00018037	S00018038	S00018039	S00018040	S00018041	S00018042	S00018043	S00018044	S00018045	S00018046	S00018047	S00018048	S00018049	S00018050	S00018051	S00018052	S00018053	S00018054	S00018055	S00018056	S00018057	S00018058	S00018059	S00018060	S00018061	S00018062	S00018063	S00018064	S00018065	S00018066	S00018067	S00018068	S00018069	S00018070	S00018071	S00018072	S00018073	S00018074	S00018075	S00018076	S00018077	S00018078	S00018079	S00018080	S00018081	S00018082	S00018083	S00018084
PI 34:2; [M-H]-@5.35	11692.47868	16524.67858	6657.733307	4770.148165	8402.078168	10769.67154	7523.155784	4716.262697	9821.38714	5194.314518	13801.83252	9529.901138	7682.001353	7387.182388	6799.482174	5824.195993	8171.947293	11028.0435	6402.629393	16947.73147	13134.30739	11819.83759	6488.881226	10923.5675	9067.161037	11388.33979	13957.51076	7397.723906	22347.57074	18969.29778	19367.07426	50939.08158	12618.60403	18375.87016	23555.35649	24533.73984	8042.500341	16507.37827	17074.79673	4806.134468	9179.449113	8741.620348	6879.265144	57.25444261	9829.837489	20554.00264	8959.2962	13894.62053	3106.76676	8441.66224	7983.379247	7975.622164	7286.429687	12313.44101	57326.45395	20359.55778	14452.67864	32638.13952	29440.92399	8761.709881	26423.11318	9083.813273	24751.47054	21388.56446	7768.500003	24711.29495	12427.84986	20191.90501	19860.8302	14067.85113	21960.69179	21622.11543	9157.026899	15517.71177	24744.29528	20973.2985	9032.373527	16330.99007	14613.66384	13483.88661	12427.49684	13196.92644	15023.41243	21995.59049	5136.920253	36874.07121	11989.55074	9272.531071	7264.808875	30624.76933	7493.129616	12656.59814	12243.12708	17734.41037	16133.63454	11867.34175	10812.91142	15477.42672	14499.90995	16679.33349
PI 36:1; [M-H]-@6.37	2041.06233	6717.085217		1036.842645	3190.31513	1257.120228	6451.642143	3387.739997	6362.89342	12519.85551	3819.864085	1655.010961	5387.147138	6998.450512	1676.686352		5665.5216	3157.598856	4666.297896	5195.292422	8293.461052	12161.51691		2817.919388	8568.954624	4386.46586	3970.105141	2424.692442	15243.99232	9520.30538	15545.66963	12091.66553	2807.371257	8995.47403	10657.34407	9635.105898	2388.47362	8258.076162		496.9809834	16113.29629	6358.515628	15499.19793	58.49411532	3806.407854	9878.546098	8652.918001	11071.12806	8174.720912	21375.9493	4223.378374	1012.814303	4914.539305	3448.392722	18593.71245	14275.12086	13500.84885	16181.29351	14103.89206	10063.37653	14545.74885	3345.706111	9439.067304		4424.748962	10667.31857	7494.112753	13666.7145	9224.889212	10202.79718	10390.54095	12714.70211	8575.692451	9455.016767	8224.605546	7725.765692	3591.722687	5660.054641	7169.841661	4163.119175	13518.52258	5993.60603	10498.76355	6465.486744	5504.609645	8046.423507	2343.153017	6911.206263	4337.666894	10106.4399	1739.80646	14338.55714	8149.692002	6867.025509	10891.05685	11269.23583	7857.091883	15394.18651	13057.82287	10061.06537
PI 36:2; [M-H]-@5.98	25934.31043	22263.84594	20193.12461	4681.528336	22053.24556	22461.80071	18162.79964	10983.15092	27514.93184	21651.87633	18456.2951	12400.602	16272.231	23281.51245	13900.26269	20661.54127	19976.74502	18682.10614	20008.21925	29465.35999	39736.59378	27349.32526	22016.72438	22066.45374	21233.70991	21963.44608	21350.17863	25202.82769	42279.5232	41623.89463	64273.19983	107705.2793	22925.71582	52071.58793	30618.6898	37968.09555	30164.89161	28958.41479	28417.00073	11633.03561	47559.59945	17150.6524	24294.87489	135.9633543	22093.75747	44272.92031	34208.48768	75912.80923	16773.79192	30697.02557	21793.76249	31161.72898	15617.22087	33768.80187	84444.39865	76968.99422	52815.4625	49515.45082	72801.49131	28471.63625	74330.94748	28995.02048	55764.5171	43405.54929	25053.39923	64753.42611	35092.15429	72469.20208	37829.16433	36963.43961	59953.00899	83063.84571	52337.48541	44363.30041	53568.49738	31703.11681	32339.4397	29605.9129	34249.2442	32016.78334	38614.73435	37580.12424	44163.20017	58106.0161	23100.17562	49307.86083	27630.94647	49069.12739	15987.99032	46548.09151	13303.7142	30062.45983	44910.05966	46704.99474	56825.86864	25262.00222	39001.04866	36446.96688	43861.99036	57135.20301
PI 36:3; [M-H]-@5.47	11103.39231	13534.55377	8572.128146	4946.332816	9595.858154	11178.41725	8033.512644	8926.720247	11334.6207	4710.277386	11301.53098	7478.00772	5675.649517	9992.413418	8475.289639	9225.277809	8221.841017	8427.872599	7985.285876	10774.31016	11494.79209	9648.456999	8216.909483	15926.37086	12605.19867	9473.037476	8313.438329	11945.70167	23884.60214	14637.02043	23703.85915	37460.92125	9893.10073	24879.21371	14168.17099	22323.46866	8599.672139	14855.26169	14287.52875	3687.40283	16559.95703	8938.709517	7794.819546	57.25441917	7665.768572	18573.00915	14916.06402	23273.37301	5847.004071	16636.98795	11783.48069	8246.142313	11763.1757	10807.25778	58084.84385	42692.29131	10804.17168	23733.37917	40948.16467	11954.32824	35181.04028	10274.95493	32429.14133	27134.49861	11878.35066	27355.52621	17409.88102	29537.2321	25512.70214	19252.41004	38227.69358	36523.27496	11296.5086	24501.14562	31893.85776	18431.48694	11616.57645	19499.80659	14024.69938	21372.3576	20401.38645	15751.064	12585.45007	34579.01974	14137.36377	31231.56517	11914.98582	14801.94791	8723.464725	29196.30291	10347.7935	17706.49673	19966.44551	18105.75491	22353.11095	13591.34436	12934.36209	13167.40524	12937.15198	20021.97683
PI 36:4; [M-H]-@5.34	8484.515721	18879.03276	7691.898678	3443.468912	5545.610408	10572.70075	7951.701235	9173.415664	5424.063903	6555.157129	8630.026125	13418.48313	7464.312548	10353.93031	9156.843298	8238.490011	9883.735919	12726.3488	8885.503016	17531.21205	9063.959235	16810.35397	6193.176847	7495.366461	14695.30294	11014.41277	12872.4159	8468.29147	43449.52409	22633.75238	18066.89147	43657.41781	9853.121853	18101.66419	14904.45194	22569.09539	21859.85863	26290.47114	20856.70725	3163.936545	6286.122546	9624.448613	4384.184463	62.64115232	7858.32618	23495.60213	18553.28695	11056.53044	4312.161093	8860.08854	7396.276716	7859.801231	19841.09464	7669.537102	54273.3741	23701.55082	13189.42685	27096.48341	35280.52667	13522.49367	12068.39065	11842.32596	29036.61269	28435.03464	7237.421404	18730.43062	18672.40128	24511.19255	22111.51184	17978.98259	19366.43965	28043.63648	8422.245764	17856.34133	20005.42077	22661.85031	10621.02484	16182.16392	19172.21782	19224.93059	8944.450568	13764.88313	30038.55798	15755.59689	17090.66968	42793.77798	14347.03701	5747.042151	10311.21379	32720.19648	9998.214612	17329.95156	8163.595434	16042.12702	17904.87858	17324.86457	5488.485558	22120.5673	20837.56958	17448.19086
PI 38:3; [M-H]-@6.18	21029.89421	27599.41663	20638.69745	7219.786396	48623.84643	30973.09271	34576.34408	28095.44791	25836.97938	17595.86101	15871.43432	32782.96408	26928.21165	34381.63197	54671.92067	38053.92401	28744.93704	15997.62174	17874.99577	26847.53697	42448.16221	50966.48375	44828.38921	43334.54629	28762.02352	18116.6293	36689.9336	26407.02057	60374.29418	46543.40142	114243.4092	140321.7643	33438.38817	69171.55983	28599.53476	76442.79794	57348.21294	83629.78539	66881.35536	15295.28045	28706.53092	23566.05691	40768.12721	68.25111561	36661.36194	94511.91102	55434.27193	76255.29216	18759.81775	49451.69597	42398.3819	43843.22077	48319.20978	51415.97423	140892.6246	142822.6102	91252.49049	147635.088	85285.45847	36580.93754	136036.6009	67420.88253	103402.3373	111660.6145	33069.88154	55678.37354	58986.43881	95094.12595	94604.75649	54174.11679	43814.12734	88188.58407	43703.49096	138789.5463	120579.493	64810.48119	34968.18696	72468.65675	52669.21633	73088.20873	39901.64951	51912.33091	101732.8545	77581.38188	86882.65763	96773.16787	45487.51791	57412.41987	58035.44587	93574.3411	68025.88835	142116.8765	88867.20166	125837.0185	121209.6594	61689.79768	66785.39851	70458.38302	107370.0285	116491.1144
PI 38:4; [M-H]-@5.98	58953.16806	70235.52528	49377.48649	17908.40694	70691.95802	74727.0744	100091.0747	76040.05229	78148.58786	61082.48017	59337.72445	102325.7821	55423.97378	64504.26949	42992.33548	59251.06264	81132.42687	52201.02995	66521.82761	101725.1833	88650.22446	99097.69385	80137.16001	72392.38824	115426.2883	86592.64607	131297.146	98838.71575	173229.5624	187249.8675	167068.0332	220402.5517	67240.45521	113102.4421	75758.22072	140929.0436	157239.4868	140789.4111	154461.9409	45355.3407	64662.77944	51888.5715	42021.35939	258.6223816	76196.66287	167962.4095	116375.6452	149278.4881	50625.49115	94517.65054	75064.63091	77828.33846	150358.2399	91432.16777	276262.7991	235027.6965	141075.5786	108277.269	153728.2897	94306.96896	112456.6179	145319.7369	264697.3039	164857.1609	47745.6019	141738.8313	112354.4651	237066.358	125781.079	113990.0682	138591.507	230671.2328	115697.5406	124572.7573	137254.0956	119486.7996	77107.30802	106331.7413	94317.07704	125711.2436	73934.3207	115412.6042	241267.7971	177610.6065	178586.2149	156239.6572	165543.0799	84762.202	109786.763	137712.9046	97873.76801	155664.26	102144.0055	178598.7195	186204.9417	151865.4688	92967.62918	166346.9694	174013.0322	153640.7115
PI 38:5; [M-H]-@5.46	6400.31825	7508.744716	10642.84926	4852.398401	9740.678117	10539.99727	15495.93938	13681.59132	11399.04104	9512.14794	9084.065957	11743.68555	10546.52507	12365.53354	6711.294746	14685.88059	9981.60405	6956.164977	14132.0949	16125.527	11542.04036	10903.47103	9384.308974	12211.00558	15693.51219	7820.553688	9382.488394	7076.902965	30662.83443	13554.43485	23219.27819	38732.09625	12990.95896	16706.19133	16496.52317	16195.21851	15667.04364	15315.91183	18493.67039	8546.608971	7889.371679	9031.297491	5652.448696	30.14505198	15248.25011	20655.27518	12168.35451	15829.64039	4096.765707	12940.71999	14468.90508	11219.87774	17964.58646	9808.277702	52060.63958	58236.5695	13013.65848	28600.85984	46601.83922	21209.33932	16676.69435	25497.35165	40149.31444	40588.24531	12191.83729	27487.8374	18868.02325	30351.72484	22496.34474	26132.68955	41064.88207	47561.96859	12526.48841	27973.60027	43368.86227	16187.34901	19457.07315	20902.1651	20795.03188	27931.96426	20533.28826	15049.49859	25584.11376	42926.13476	16570.59586	30808.19371	13366.46494	7949.301738	14968.16478	41117.57752	15435.02939	30135.59925	18660.24593	24799.41648	32455.50008	25569.24531	13740.50363	17674.08399	17444.68879	17316.17833
PI 40:6; [M-H]-@5.89	8865.766404	7410.649248	4207.50746	2003.369477	1999.118772	4396.415431	5827.047905	3136.533499	4897.718847	4653.693958	4257.951556	4872.649795	3818.058858	4203.849982	741.3507717	5034.063632	3451.420125	2121.020154	3966.053604	3896.088883	5032.743748	5376.694873	5867.203022	2525.229687	8658.539641	4921.475424	7103.033917	2019.48337	9176.593869	5995.719732	2149.845541	7094.067505	4814.128687	4154.321383	4601.073945	7503.369681	5593.765141	5878.031423	3989.250869	3199.753583	2581.985377	3226.433271	1707.730058	55.14147449	2215.453993	4944.287053	3458.047183	4712.603446	2965.191249	3398.311635	5339.05978	1755.299049	6754.357952	1830.871956	9757.931403	8659.35519	7748.415525	6118.023667	11535.08116	3775.298471	5801.767388	8131.418774	9178.566454	8314.883499	4399.967432	7874.14246	4803.581539	6008.485858	5200.384604	6480.200458	12383.33687	9064.848087	4684.071795	5730.075836	2174.512764	6553.446004	8946.942408	5199.611384	1160.256471	8038.038919	8897.105987	5426.097011	7974.129256	14274.1368	5040.095284	5503.255179	5329.523154	1426.664214	3744.196871	3423.979485	1624.480201	5624.45315	6107.012332	8415.9794	6930.819161	5891.976211	3485.517476	3109.689548	6492.333924	9766.247784
PS 38:4; [M-H]-@6.06	2201.536564	687.960037	441.9515827	1016.432498	2462.544383	1343.864517	2949.779006	2254.009197	17942.83037	1133.718525	5752.988008	2829.144952	2120.49435	2956.995245	3975.678472	5421.624122	3755.878564	5350.005349	2891.365277	3394.054563	2804.485812	5238.220503	2943.779349	11814.01479	886.829591	3489.081139	2934.724453	7492.286129	2643.849235		2676.507941	6762.653277	5912.02158	877.4069676	9913.962175	3776.488856	730.570926	8844.060424	9909.838429	9999.12555	804.4376453	3910.252406		138.3698714	2794.469137	12264.15747	2642.181117	1078.838257	1528.969095	7233.466156	8234.721507	3863.493748	5500.040237	7373.6971	5774.581404	19612.00228		22193.94318	3445.363105	3416.88362	5960.718969	4383.862539	6600.503924	4412.380766	6301.77745	3478.158758	5604.614057	1990.929067	23873.50575		6001.045972	2863.011778	32202.91754	4431.110958	3483.385686	8055.635203	2265.731653	1811.757733	9789.759489			4734.082743	1788.437302	2181.654987	15650.09069	8939.680024	7038.745404	6303.303117	670.561349	5697.774525	3746.181182	1845.299851	4103.880948	10063.76365	3249.937364	3781.870219	6054.879291	6239.491305	2233.319257	3164.602395
lysoPE 16:0; [M-H]-@1.74	17440.77593	40415.63463	48085.44745	27095.72664	26293.3252	27824.40003	39983.76483	46489.27016	39523.49839	19840.52552	58206.20233	28150.8064	55477.23672	67568.9276	29197.18467	23116.09121	29361.42414	27708.94548	54676.16613	56585.25033	41153.924	61926.25542	54509.11115	71134.03736	26997.88788	20465.49912	38635.88908	51219.61449	65971.51625	33499.63367	32788.53864	110365.7169	50923.57069	30593.2082	100446.4914	56309.36817	44278.51429	52615.39787	44775.64746	25981.28408	32368.12171	61821.93413	58647.66933	23.94835721	30590.7806	45982.47569	20341.15897	40680.57486	47513.63359	42163.91807	49450.95926	98000.92165	35509.76656	45190.27675	30210.02286	28649.50589	50312.54154	65431.7853	43192.38479	16827.15026	20215.38734	33690.50969	31985.91916	43477.09558	58075.14064	35510.43187	24118.17284	42509.64046	62815.63629	40664.95738	64115.16278	40932.47645	30817.90103	29124.72522	47640.72934	40148.31656	34603.57707	58591.34544	40524.24165	22730.69684	39665.27613	34183.36108	41095.00563	13431.86632	45370.20497	80642.6607	41509.80901	34848.68344	27041.67545	48590.99119	30208.28233	34716.33971	32779.1226	43659.39827	25920.85255	34935.09206	31916.38425	23755.1419	24426.95525	19305.7403
lysoPE 18:0; [M-H]-@2.55	33687.24823	109805.2436	113693.9875	43647.37891	45065.19202	81796.9422	81394.63403	85493.36071	97986.23632	42081.58782	88191.20083	74836.532	107820.4915	85686.68537	66615.47445	62326.43558	39723.72009	55619.73011	89243.22993	81656.91574	80057.3481	92644.60594	104262.3945	96824.69269	52843.7773	36083.77031	91708.66016	107330.5935	127554.3923	51674.77024	79703.14742	316694.2769	78219.95038	47133.60658	169102.3837	130846.765	74483.51042	97534.59752	109293.6044	70787.28465	88332.04076	138826.4284	117732.8237	155.1767939	55984.21747	95142.75839	38612.25051	77203.93894	96094.89952	78377.30346	89613.63621	145034.1429	88345.75306	95597.3726	66303.12113	95303.28901	92945.16933	141502.4925	66860.17785	47907.72851	49088.54606	60086.28157	68911.70401	78549.28188	120536.1623	72905.51354	56246.83861	80951.78475	99444.98959	73794.68127	173415.014	86900.04572	88590.9083	81497.20531	111471.0892	57934.94498	68838.02001	88942.33593	72643.05736	50526.5956	79386.62584	64303.48721	112918.8675	48906.91711	174508.0495	118486.9547	68121.37398	69880.25725	59530.75768	82672.50143	68141.39474	63679.02078	66455.99148	121928.0843	83655.84495	86522.76647	49837.94394	57027.38219	101081.0218	69419.96522
lysoPE 18:1; [M-H]-@1.91	14094.74029	79641.11407	102582.2726	57056.79902	33268.57184	69466.38796	38730.11516	49769.6599	95284.74217	63234.84619	86184.14959	45682.01235	81654.14295	66727.08819	49363.33765	61678.96944	24110.7208	32201.03759	87311.25651	30954.07348	88564.49622	47953.2963	64664.96727	76379.55728	36552.39598	30617.75315	40617.47724	64098.21037	73387.60434	22774.07933	62414.44574	130867.6642	96970.92649	89634.55886	139662.0691	107106.3946	44959.0887	58233.27158	87020.52293	49167.34394	67017.97732	58300.40877	63043.48689	49.28710887	60110.06487	91179.23547	25149.90451	56316.5093	91974.53866	88073.08957	78349.84615	84956.35737	40719.75976	49473.20483	72478.50669	103568.0533	96579.33854	82889.39738	110055.1171	38703.42424	76331.74033	36645.0503	63292.48054	53277.31827	99955.4333	57036.83141	74896.2294	71709.35045	139127.0306	185173.597	95917.1754	56625.8566	79368.64513	155324.0165	95665.85917	31579.74424	57715.02121	84068.31283	52192.43399	45273.29245	40941.17795	41667.08154	55540.53569	33669.78724	68772.5691	78685.85202	59709.82018	33778.94739	59050.04441	48335.06429	38904.47298	41305.56804	50749.31338	81200.58123	95404.82057	39008.83622	39050.75473	28578.06409	51230.86959	46420.45851
lysoPE 18:2; [M-H]-@1.43	38586.47273	149556.8444	118869.1406	66945.83662	61258.027	121757.5385	39052.55509	53018.79845	141024.2945	62202.49626	123165.1672	64520.38125	103629.7261	126852.5088	75393.07496	66383.2241	38153.03084	39629.04976	107929.1638	76072.3983	170009.3875	86173.47559	79800.81691	123658.6829	56504.83353	45283.26363	60129.78839	98285.14153	107236.191	31395.49562	120864.9201	137321.4598	168421.2401	104964.8072	152525.678	173917.3127	38957.89152	57171.29669	92252.39656	34426.04232	103302.9758	60810.64651	57903.28752	75.47356003	69424.78158	102465.9692	43232.1635	58043.05014	101126.1262	135728.1916	73166.01661	68006.9928	30630.84115	63052.95203	117900.9154	114273.212	66139.0521	137381.9891	114693.7167	30708.62631	83609.22719	52939.67455	76627.5493	65994.7749	138588.0362	77272.52258	143187.5728	121314.6265	193999.4306	278108.2658	105504.7565	87717.51648	123904.7826	251486.1114	110818.0291	33064.04267	65276.55744	114603.8425	60471.07188	59590.69689	92146.57481	38502.12015	73335.42733	36350.63925	38343.36926	118234.7619	87040.82237	59658.36422	64569.42111	54707.38027	53040.53475	54494.32331	58571.59399	139555.9339	141279.9385	50835.77676	45985.42448	32743.7975	74318.90762	37261.95457
lysoPE 20:3; [M-H]-@1.68	2406.37587	10114.45808	12535.62109	6492.669977	6500.54852	9616.833902	3906.565973	10771.22732	9999.35152	4559.482854	14241.51771	7075.51732	8161.321439	14348.96722	13334.69565	8541.682594	5626.460141	4299.856299	11824.9813	4022.070235	10625.9054	5319.582837	12287.5123	11554.97008	2592.241643	3156.993828	7939.463909	8390.122031	17863.00097	5823.093859	7251.583431	10260.75583	15686.60274	7752.68023	14721.70024	9995.01043	5927.857534	7938.557002	11140.64021	5904.034908	4949.882445	14887.42449	9753.978048	91.1649835	6470.789051	10181.29988	5032.317584	4069.181648	9335.293172	13325.42565	9263.899473	13698.1689	5412.093631	6307.576601	8809.615921	11811.09498	5725.59368	13645.10153	12901.86299	3561.172162	7636.698277	7852.936023	5156.304256	13851.1307	8449.064117	3369.782087	5989.3223	4307.489904	9724.583436	20780.23024	8760.479145	11102.18653	7161.973815	10444.3462	11058.64911	2597.386806	3043.749198	8335.812264	8063.507377	10829.14501	2896.287423	10494.78365	6585.567329	2006.924234	6401.771462	14749.00607	7764.432819	10447.71805	7577.559177	8845.330848	6440.343356	9572.643596	7187.017913	10871.60609	13106.18191	5442.919404	5326.156593	5348.76932	5442.636644	8959.049712
lysoPE 20:4; [M-H]-@1.40	23313.65486	72049.13971	70950.73442	44214.14723	41579.00081	66017.01881	45937.15199	78164.01197	79389.0247	36807.45025	80208.48713	63366.01444	62534.30512	90303.44029	43722.15001	70772.0366	44094.69682	55153.89629	88710.02229	45687.35556	58415.18374	51395.35301	64738.12038	98338.72	39480.29253	35435.82371	52925.54717	114823.9603	107555.1603	41134.40256	59982.30725	71452.51507	83894.30414	42972.79276	86301.75252	83596.49939	47952.35335	45167.41565	92599.77784	61403.38193	50842.40409	62210.40817	42342.2002	51.88625648	51108.7027	59657.26099	40296.9579	32026.98417	93984.83489	84700.38472	115181.3214	88507.17729	58078.59172	39140.40779	44184.04714	79874.06255	53696.64399	55369.23045	75536.37907	32521.85474	25904.93676	55281.59445	57144.48444	54633.1964	72346.64656	49873.68054	70065.88491	68344.77988	64330.18235	123963.4344	94573.54321	75005.83031	45377.35342	81464.16454	58400.08645	37001.1434	40884.50262	61512.00953	46904.30567	33730.88998	51867.6316	82738.80062	80087.38248	15905.4195	56977.62065	68272.61614	72776.12185	67720.34911	68760.17669	44956.96905	52198.85748	51871.30575	47828.03367	55849.27115	77286.05188	37354.67179	32437.68383	49604.2893	58326.59846	47665.51769
lysoPE 20:5; [M-H]-@1.16	4085.754782	8019.821295	2613.444433	1696.998891	290.5014549	2820.957915	2301.177391	3379.332923	2431.020933	1084.418736	5642.483247	1456.117887	5284.533299	4278.100334	1623.737815	3585.039598	2332.649364	4816.200389	4978.870256	2879.333025	2651.287518	1407.58215	6009.527347	6433.619746	2987.081069	1311.695258	4572.133716	4586.093341	6156.821421	7027.523118	2357.18228	4931.353578	1606.33322	1907.012169	3904.292407	1685.205029	1303.943842	1393.825147	1755.129379	1885.880737	2406.494913	5854.67597	4157.095122	93.76938788	1514.623464	2025.055505	2627.421241	1350.384285	2914.157182	2637.390264	6160.554729	3419.976589	4535.901235	242.9050972	1720.267172	1960.577843	3462.462968	1573.721987	4164.307809	2427.333022	549.9832277	1003.938719	1363.173253	2793.508127	9804.990972	1081.420515	3172.681607	3348.791268	3226.071769	6959.319414	3641.657818	1684.965559	2526.389606	480.7961546	1597.484237	523.5304865	3064.49673	4368.68259	3179.134527	2231.776819	9120.749294	6427.715049	6547.976989	1290.05764	3025.570865	5333.393883	1397.045564	2367.100672	3431.99556	2427.031869	2166.887679	2298.694553	1769.777819	2282.25241	3796.540639	2255.252338	665.323055	621.0114126	2221.885177	1127.995538
lysoPE 22:1; [M-H]-@3.60	521.9147968	624.5401906		763.5862132	54.12218924	766.127779	394.5062879	814.9519139	146.6735502	243.7774658	710.306861		5269.843943	571.9112225	298.4063987	279.6392205	597.3177885	768.4407277	738.2014401	296.7175424	299.411468	324.2677065	622.2209059	2297.398318	547.4064294	287.7063126	455.0349491	1627.000416	462.317308	625.8157162	506.0154858	889.5686476	685.2326669	204.362299	492.7024619	433.9780945	471.4119784	304.7275953	511.7831761	300.715205	293.2071027	776.37182	453.2572061	268.8623874	607.859133	561.6089686	855.3854267	293.532216	126.4238641	64.36119682	456.1617826	856.5210052		369.1006159	199.3100517	282.4983714	598.1682061	616.718653	552.1762192	171.6779958	439.5612416	282.5238562	779.9931467	698.2192551	931.2947189	273.7137109	252.7903352	72.955507	600.5889964	40.99850514	762.3534651	295.1002459	500.3691785	417.6817867	529.9016423	774.3915858	2675.797145	381.5152288	1263.081826	846.9340808	1024.655989	1141.740686	351.283054	937.8977066	852.537836	318.3816003		287.6447222	695.377603	291.4753373	689.9193765	828.6572638	530.7533896	296.0104588	402.5194196		679.324347	509.925056	819.289756	714.0769696
lysoPE 22:5; [M-H]-@1.58	6393.386199	15206.72037	10594.8346	5692.87098	8088.521645	6122.247601	9042.095557	19062.58901	12162.41516	5437.728991	12943.0061	9981.978606	10711.05814	7849.507796	10287.7715	14257.46483	6397.598959	8555.884868	18535.6975	6526.963265	12146.46574	8536.263254	11755.90937	19668.82135	4806.589195	1370.667073	11373.60044	12571.35848	18180.73565	6724.018765	10967.76226	14555.08617	21956.5696	4223.079668	17965.80945	15708.64207	10704.90708	11954.7877	15126.9676	11233.06399	6572.219062	14233.82604	5284.616903	32.84263279	8959.083252	10507.21041	7656.554638	8375.889201	17418.51202	5749.329217	15778.24335	14144.48032	7109.15018	2966.720408	7961.029322	21034.77135	10912.10604	17649.11367	4898.797206	6666.760754	2484.861196	9276.506939	10536.59267	16088.94028	13071.49776	6713.838048	10372.31265	17642.48982	5501.981495	15327.80556	15405.56288	10123.58597	8222.98853	12244.02116	13638.93377	7103.018294	6166.659713	8151.647812	9374.091766	3910.114139	4792.573605	11710.91248	11107.20826	5684.424273	13753.40964	18539.01117	17983.28602	4775.363166	7272.058014	11122.57071	7355.210106	7294.694907	6165.847971	13115.29404	15782.25374	4933.588299	5130.571688	9552.792023	7735.161828	9169.565735
lysoPE 22:6; [M-H]-@1.35	32758.10578	103468.3	41024.0003	21672.23068	17138.9331	21164.27058	27759.79258	68772.69528	42533.25523	31125.5347	38152.69427	36497.46516	60365.75408	71779.52014	18867.24108	41710.67908	24731.99186	16973.02549	64393.47673	36150.18894	39894.53722	24227.39464	66840.68245	32588.68298	28791.97195	11236.51647	33746.36868	50343.82381	65900.09633	37721.63677	20745.8585	34566.67529	31926.74841	21387.78794	46248.66953	37997.26028	30176.1321	23734.72396	36074.31109	20042.28839	30087.07536	35432.1729	58080.37719	65.54101978	18823.10443	17765.59604	19943.83251	16301.24872	81189.93527	29918.68804	47679.91127	44990.47367	48181.07544	17776.14703	21641.73445	36823.66136	60496.70795	25863.40224	20910.19282	14311.48881	13145.12047	25307.20361	22249.84127	31513.78562	50854.03948	48747.08999	40555.10245	36738.83752	23371.34315	42494.3052	80725.1446	28934.19552	29523.32523	24186.53542	20089.27382	17147.84328	24947.7498	28220.57931	19355.43193	21602.69212	51149.24946	41533.78743	26399.12308	23567.4838	16389.86728	17233.36061	31494.38536	14949.03417	36512.15579	13961.1357	19373.33229	14082.5598	18018.76696	28987.22061	31471.70176	10996.23363	7976.409347	9307.719451	28129.62728	20876.27349
plasmenyl-PE 32:1; [M-H]-@6.64	1384.181649	3407.975687	5162.437871	2467.698289	2576.87522	1770.426783	1622.200817	2303.553024	4873.916934		4022.585524	3787.497131	6272.680668	2404.979572	7632.42713	3831.253401	747.1671596	2549.267086	5509.244909	5793.664464	4575.968664	4382.785354	7210.791598	313.8260951	6329.208345	2710.565867	12815.19829	5757.556929	9116.659664	8511.012275	5921.527759	4854.115395	1422.561009	3178.203117	5202.91755	6508.357629	7133.064392	2291.165987	4873.150338	7909.784892	1238.374402	5450.509178		460.8550444	3633.217377	5587.142947	3424.517006	4280.052483	1635.189978	6302.905778	3279.514163		8875.741673	5730.501782	5037.808191	5647.417665	3395.77146	4312.471815	1918.937531	696.5829815	2725.494432	3329.589372	2231.478838	5273.681488	4075.971615	1215.376281	4258.884647	3842.561473	4480.506783	2097.546531	3637.58844	2397.609853	4320.356366	2477.577784	1478.182556	2400.39642	1105.210586	1953.716198	2115.471551	7355.598866	3272.022636	5205.106986	19278.80982	2836.971717	7834.812074	5518.542699	2118.229486	2780.865851	2011.411832	3040.829678	2303.539187	4569.996175	552.4051407	5954.400107	4369.07928	2029.384394		2967.085189	5307.72109	3515.486463
plasmenyl-PE 34:0; [M-H]-@7.29	10314.28861	36105.84355	54078.83687	27155.15	25855.79661	33278.81625	45917.94228	40000.09443	79864.17936	27914.1958	58145.00304	78823.57225	54303.40589	49431.64688	48159.33196	40206.87029	39511.63359	36864.688	43570.52238	24217.07801	40380.81536	29785.88145	43494.8203	59419.04533	33617.47003	16419.10092	152088.9263	75750.03858	166571.3247	34674.96124	54872.86179	84442.48732	32824.36192	26854.16624	51307.39828	89506.43166	69096.92693	61800.06565	200696.4111	102728.7618	23166.07575	79169.22274	35181.95864	344.6650532	35754.22786	52682.12431	48830.29197	21710.90565	77293.24692	60923.91251	54318.5737	41961.54347	114385.2198	41694.21577	99559.49588	75471.87787	47940.10608	39759.8946	40553.46943	31471.30114	15823.34132	40415.91153	42638.58671	73423.25731	34413.91632	20889.36813	48999.60809	37310.48034	44810.38379	64277.45665	56968.56881	51559.43004	29136.57212	32060.03841	36284.93545	52614.94261	17668.49087	23841.03278	55161.55553	35232.76529	19941.68796	51736.65978	69213.62004	54608.01324	79299.55095	72380.52896	107496.1728	26461.99137	57268.60838	67605.79903	31670.76291	37798.8037	20248.34695	51166.00726	58935.51576	28947.91497	37113.13621	174446.7321	87219.92009	84970.18984
